age,job,education,default,housing,loan,duration,campaign
58,admin.,university.degree,no,unknown,unknown,36,4
34,blue-collar,basic.4y,no,yes,no,102,1
39,blue-collar,basic.9y,unknown,no,no,87,2
35,technician,high.school,no,yes,no,129,1
39,housemaid,basic.4y,no,no,yes,266,1
40,blue-collar,basic.6y,no,yes,no,383,3
46,admin.,basic.9y,unknown,no,yes,24,4
29,admin.,basic.9y,unknown,no,no,62,4
47,entrepreneur,university.degree,no,yes,no,82,2
46,blue-collar,professional.course,no,yes,no,192,1
54,admin.,high.school,no,no,no,65,3
56,blue-collar,basic.9y,unknown,no,no,99,6
32,admin.,university.degree,no,yes,no,206,1
48,admin.,professional.course,no,yes,no,92,2
31,technician,university.degree,unknown,no,no,193,3
33,services,high.school,no,yes,no,737,3
54,unemployed,high.school,no,no,yes,54,1
35,technician,professional.course,no,no,no,225,2
31,admin.,university.degree,no,yes,no,112,7
45,blue-collar,basic.9y,no,yes,no,193,1
29,self-employed,university.degree,no,yes,no,503,7
27,blue-collar,basic.9y,unknown,yes,no,115,4
28,self-employed,university.degree,no,no,no,296,2
48,blue-collar,basic.4y,no,yes,no,563,1
30,blue-collar,basic.6y,no,no,no,252,1
42,admin.,high.school,no,unknown,unknown,295,2
31,unemployed,professional.course,no,yes,no,32,1
36,technician,high.school,no,yes,no,229,1
34,technician,high.school,unknown,no,no,188,2
67,retired,professional.course,no,no,no,47,2
42,services,high.school,no,no,no,276,2
32,technician,university.degree,no,no,no,721,4
32,management,university.degree,no,yes,no,118,1
45,unemployed,high.school,unknown,no,no,545,2
47,technician,professional.course,no,no,no,149,1
36,admin.,university.degree,no,yes,no,203,3
42,admin.,high.school,unknown,no,yes,141,5
38,entrepreneur,basic.4y,no,yes,yes,224,1
47,technician,basic.9y,no,no,no,150,5
31,blue-collar,basic.9y,no,no,no,546,3
52,technician,basic.9y,no,no,no,188,1
30,admin.,university.degree,no,yes,yes,111,1
48,self-employed,university.degree,unknown,no,no,191,2
31,technician,university.degree,no,no,no,168,1
42,blue-collar,basic.9y,unknown,yes,no,143,4
58,retired,professional.course,unknown,yes,yes,22,4
46,blue-collar,basic.4y,no,yes,no,342,1
29,admin.,university.degree,no,no,yes,1130,8
32,blue-collar,basic.9y,no,no,no,205,2
40,unemployed,professional.course,no,no,no,129,2
36,admin.,university.degree,unknown,yes,yes,283,1
58,admin.,university.degree,no,no,no,121,2
42,technician,high.school,no,yes,no,163,1
30,admin.,university.degree,no,yes,no,324,2
36,admin.,university.degree,unknown,yes,no,295,1
69,housemaid,basic.4y,no,no,no,420,4
40,services,high.school,no,no,no,265,2
31,admin.,university.degree,no,no,no,164,1
44,technician,professional.course,no,yes,no,189,2
43,services,high.school,no,yes,no,197,1
41,management,university.degree,no,yes,yes,249,1
27,student,university.degree,no,yes,no,274,6
46,blue-collar,professional.course,no,no,no,383,1
37,blue-collar,basic.9y,no,yes,no,247,3
30,technician,university.degree,no,no,no,108,1
49,housemaid,basic.4y,no,no,no,115,1
36,blue-collar,basic.4y,unknown,no,no,42,11
32,blue-collar,basic.9y,unknown,no,no,166,1
34,technician,university.degree,no,no,no,162,1
36,blue-collar,basic.9y,no,yes,no,490,3
42,self-employed,professional.course,no,yes,no,171,3
37,admin.,university.degree,unknown,yes,no,163,1
35,technician,professional.course,no,yes,no,109,4
39,services,basic.9y,no,yes,no,543,2
45,blue-collar,professional.course,unknown,no,no,176,1
30,admin.,high.school,no,yes,yes,254,1
41,unemployed,basic.9y,no,yes,no,306,1
51,self-employed,university.degree,unknown,no,no,145,2
45,services,basic.9y,no,no,no,215,1
28,technician,professional.course,no,yes,no,8,9
58,technician,university.degree,unknown,yes,no,86,2
34,housemaid,unknown,no,yes,no,314,2
34,admin.,high.school,no,yes,yes,528,1
36,admin.,university.degree,no,yes,no,223,4
42,blue-collar,basic.6y,unknown,no,no,1098,2
49,blue-collar,basic.9y,no,no,no,135,1
29,blue-collar,professional.course,no,yes,yes,176,1
37,admin.,university.degree,no,yes,no,271,2
38,technician,university.degree,no,yes,no,273,1
45,entrepreneur,university.degree,no,no,no,254,2
55,housemaid,basic.4y,no,yes,yes,211,2
37,blue-collar,unknown,unknown,no,no,107,1
38,admin.,university.degree,no,yes,no,255,6
29,entrepreneur,basic.6y,no,yes,no,190,5
30,student,high.school,no,yes,no,156,4
57,blue-collar,basic.4y,no,yes,no,953,1
52,blue-collar,basic.4y,unknown,yes,no,79,2
31,entrepreneur,high.school,no,no,no,189,1
49,admin.,high.school,no,no,no,148,3
29,services,university.degree,no,no,no,265,1
37,services,high.school,no,yes,yes,584,2
26,services,basic.6y,no,no,no,186,1
50,blue-collar,basic.4y,no,no,no,39,3
48,management,university.degree,no,yes,no,313,1
36,entrepreneur,university.degree,no,yes,no,486,2
36,admin.,university.degree,no,yes,no,241,2
33,admin.,university.degree,no,no,no,49,1
30,blue-collar,basic.4y,unknown,no,yes,136,1
50,management,university.degree,unknown,yes,no,221,1
35,management,university.degree,no,no,no,273,1
37,admin.,university.degree,unknown,yes,no,302,4
38,services,basic.6y,no,yes,no,88,2
58,blue-collar,professional.course,no,no,no,15,12
37,admin.,unknown,no,no,no,74,13
31,management,university.degree,no,no,no,347,1
55,entrepreneur,professional.course,no,yes,yes,233,1
29,services,high.school,no,yes,no,402,1
33,entrepreneur,university.degree,no,yes,no,9,3
45,unknown,unknown,no,no,yes,62,6
32,technician,high.school,no,no,no,162,10
47,management,basic.9y,no,no,no,97,1
25,admin.,university.degree,no,yes,yes,227,1
43,technician,high.school,no,no,no,61,2
26,student,professional.course,no,yes,no,96,1
34,technician,professional.course,unknown,no,yes,187,4
39,self-employed,university.degree,no,no,no,180,2
43,services,unknown,unknown,yes,yes,483,7
24,admin.,university.degree,no,yes,no,151,7
33,self-employed,basic.9y,no,yes,no,48,1
31,technician,university.degree,no,yes,no,144,1
53,blue-collar,basic.4y,no,no,no,64,1
31,technician,university.degree,no,yes,no,119,1
27,blue-collar,basic.6y,no,yes,no,186,2
49,blue-collar,basic.4y,unknown,yes,no,792,4
38,unemployed,basic.4y,unknown,yes,yes,206,2
34,services,basic.9y,unknown,no,no,73,2
29,admin.,high.school,no,yes,no,130,2
37,admin.,high.school,no,yes,no,29,14
57,retired,unknown,unknown,no,no,205,8
32,blue-collar,basic.4y,no,no,no,110,1
28,blue-collar,basic.9y,no,yes,no,3509,2
22,blue-collar,basic.6y,unknown,no,yes,1073,1
47,unemployed,high.school,no,yes,no,65,1
35,admin.,high.school,no,yes,no,139,1
29,admin.,professional.course,no,yes,no,583,4
52,blue-collar,basic.4y,no,yes,no,362,2
34,technician,university.degree,no,no,no,220,1
25,blue-collar,basic.9y,no,yes,no,214,2
33,blue-collar,basic.4y,no,no,no,452,1
35,admin.,high.school,no,no,no,923,1
45,entrepreneur,university.degree,no,no,no,162,6
46,admin.,university.degree,unknown,no,no,93,1
24,blue-collar,basic.6y,no,no,no,115,1
42,admin.,university.degree,no,yes,no,78,8
36,self-employed,professional.course,no,yes,no,157,1
50,blue-collar,basic.6y,unknown,no,no,66,1
40,entrepreneur,high.school,no,no,yes,241,2
35,blue-collar,high.school,no,yes,yes,330,2
31,self-employed,basic.9y,no,no,no,259,1
37,blue-collar,basic.9y,no,yes,no,158,1
39,blue-collar,basic.9y,unknown,yes,no,389,1
35,admin.,university.degree,no,no,no,536,1
27,admin.,university.degree,no,yes,no,398,4
36,housemaid,basic.6y,no,no,no,53,3
28,admin.,high.school,no,no,no,571,1
40,admin.,university.degree,no,no,no,97,6
55,blue-collar,professional.course,unknown,yes,yes,354,1
41,technician,professional.course,no,no,no,157,3
24,student,high.school,no,yes,no,113,2
34,admin.,university.degree,no,yes,no,243,1
40,management,university.degree,unknown,no,no,28,7
31,blue-collar,basic.9y,no,yes,yes,117,1
74,retired,university.degree,no,no,no,200,1
44,admin.,high.school,no,yes,no,173,2
42,admin.,university.degree,no,unknown,unknown,34,2
26,admin.,university.degree,no,yes,no,376,1
56,admin.,unknown,no,no,no,57,2
38,technician,high.school,no,yes,no,137,4
35,self-employed,high.school,no,yes,no,305,2
47,entrepreneur,university.degree,no,no,no,62,2
37,technician,high.school,unknown,no,no,548,3
33,self-employed,university.degree,no,no,no,79,4
32,admin.,university.degree,no,no,no,112,1
40,unemployed,university.degree,no,yes,no,1373,2
41,blue-collar,basic.4y,no,no,no,96,2
33,self-employed,unknown,no,no,no,1161,4
54,blue-collar,professional.course,no,yes,no,173,2
51,self-employed,basic.4y,no,no,no,189,1
31,housemaid,basic.4y,no,no,no,91,2
55,housemaid,professional.course,no,yes,no,137,5
31,technician,professional.course,unknown,no,no,93,1
39,technician,professional.course,unknown,yes,no,41,7
34,admin.,university.degree,no,no,yes,14,5
22,student,high.school,no,yes,yes,382,3
32,blue-collar,basic.9y,no,no,no,95,3
53,admin.,university.degree,unknown,yes,no,222,5
35,technician,university.degree,no,yes,no,425,2
47,admin.,university.degree,no,no,no,91,2
47,blue-collar,basic.9y,no,yes,no,185,7
52,technician,professional.course,no,yes,no,259,1
57,entrepreneur,basic.9y,unknown,yes,no,850,3
36,technician,professional.course,no,no,no,84,2
35,technician,university.degree,no,yes,no,55,2
42,blue-collar,basic.9y,unknown,yes,no,16,5
30,admin.,university.degree,no,no,no,656,1
27,technician,professional.course,no,yes,no,121,3
25,unknown,university.degree,no,no,no,2203,2
34,technician,professional.course,no,yes,no,251,1
36,blue-collar,high.school,unknown,yes,no,23,10
78,retired,basic.6y,no,no,no,631,2
35,unemployed,basic.9y,no,no,no,936,1
35,services,high.school,no,no,no,71,2
46,unemployed,basic.9y,no,yes,yes,1210,4
50,technician,unknown,no,yes,yes,400,1
29,technician,professional.course,no,yes,no,226,2
45,technician,university.degree,no,yes,no,359,1
37,blue-collar,high.school,no,yes,no,171,1
39,blue-collar,high.school,no,no,yes,248,1
49,admin.,high.school,no,yes,no,168,3
30,student,professional.course,no,yes,no,1616,4
42,self-employed,university.degree,no,yes,no,436,1
57,admin.,university.degree,unknown,no,no,104,5
49,blue-collar,basic.4y,no,no,no,384,1
34,admin.,university.degree,unknown,yes,yes,90,2
50,housemaid,basic.9y,no,yes,no,20,12
47,technician,professional.course,no,no,no,223,1
51,blue-collar,basic.4y,unknown,no,no,214,2
38,blue-collar,basic.4y,unknown,no,no,28,3
31,blue-collar,high.school,no,no,no,184,1
37,services,professional.course,no,no,no,336,2
83,retired,university.degree,no,yes,no,178,1
40,blue-collar,basic.9y,no,yes,no,67,1
39,entrepreneur,university.degree,no,yes,no,260,1
35,technician,professional.course,no,no,no,397,1
40,technician,professional.course,no,yes,no,430,1
33,self-employed,high.school,no,no,no,238,1
35,blue-collar,basic.9y,no,yes,no,120,6
29,admin.,university.degree,no,yes,no,215,3
47,blue-collar,unknown,unknown,yes,yes,95,1
46,technician,university.degree,no,no,no,119,3
32,blue-collar,basic.9y,no,no,no,208,1
47,services,high.school,unknown,no,no,127,2
37,blue-collar,professional.course,no,no,no,727,3
51,technician,professional.course,unknown,no,no,281,2
58,retired,high.school,no,yes,no,76,4
34,blue-collar,basic.4y,no,no,no,27,1
39,admin.,university.degree,no,yes,no,442,4
29,management,high.school,no,yes,no,329,2
56,services,high.school,unknown,yes,no,169,1
40,entrepreneur,high.school,no,no,no,78,1
40,blue-collar,basic.9y,no,no,yes,2456,2
46,technician,unknown,no,yes,no,70,1
40,services,high.school,unknown,no,no,189,7
28,admin.,university.degree,no,no,no,497,3
39,management,university.degree,no,yes,no,230,2
36,services,high.school,unknown,yes,yes,57,2
26,admin.,high.school,no,no,no,79,1
35,technician,professional.course,no,no,no,424,4
29,admin.,high.school,no,yes,no,275,1
56,blue-collar,basic.4y,unknown,unknown,unknown,137,1
48,blue-collar,basic.6y,unknown,no,no,148,4
48,technician,professional.course,unknown,no,no,43,3
44,entrepreneur,high.school,no,yes,no,181,2
46,blue-collar,basic.9y,no,no,no,239,1
32,technician,professional.course,no,yes,no,479,1
56,technician,professional.course,no,yes,no,208,1
58,retired,high.school,no,no,no,144,1
35,entrepreneur,basic.9y,no,yes,no,155,1
34,management,high.school,no,yes,no,228,3
56,services,high.school,no,yes,yes,65,4
30,services,high.school,no,yes,no,599,4
32,admin.,university.degree,no,no,yes,70,5
45,blue-collar,basic.4y,no,yes,no,187,1
39,technician,university.degree,no,no,no,73,1
42,admin.,university.degree,no,no,no,56,7
53,technician,professional.course,unknown,yes,yes,276,2
43,services,basic.6y,unknown,yes,yes,228,1
41,services,basic.6y,unknown,yes,no,378,1
34,admin.,university.degree,no,yes,no,150,3
37,admin.,high.school,no,yes,no,207,1
30,services,high.school,no,yes,no,51,1
49,admin.,university.degree,unknown,no,no,72,5
51,blue-collar,basic.4y,no,yes,yes,18,2
39,technician,professional.course,no,yes,no,452,1
24,services,high.school,no,yes,no,468,8
30,admin.,high.school,no,no,no,227,1
33,blue-collar,basic.9y,unknown,yes,no,71,4
25,student,high.school,no,no,no,115,1
35,admin.,university.degree,no,yes,yes,21,1
39,unemployed,high.school,no,no,no,100,1
45,blue-collar,basic.4y,no,no,no,77,1
23,student,basic.9y,no,yes,no,189,1
43,management,university.degree,no,yes,yes,21,5
52,blue-collar,basic.4y,no,no,no,200,1
41,blue-collar,professional.course,unknown,yes,no,190,2
34,blue-collar,professional.course,no,no,yes,123,3
35,services,high.school,unknown,yes,yes,1148,2
47,technician,professional.course,unknown,no,no,261,6
33,admin.,basic.9y,no,no,no,198,1
45,admin.,university.degree,no,no,no,252,1
30,admin.,high.school,no,no,no,54,1
37,entrepreneur,high.school,no,yes,no,57,4
54,technician,university.degree,no,no,no,91,2
32,blue-collar,professional.course,no,no,no,278,2
36,technician,university.degree,no,yes,no,277,3
42,admin.,high.school,no,yes,no,63,1
48,admin.,university.degree,unknown,yes,no,229,2
53,technician,unknown,unknown,yes,no,988,5
37,admin.,high.school,no,yes,no,136,1
31,blue-collar,basic.9y,no,yes,no,106,1
43,unemployed,high.school,no,yes,no,285,1
31,blue-collar,basic.9y,no,yes,no,1010,2
20,services,unknown,no,no,no,150,3
42,services,high.school,no,yes,no,304,4
44,self-employed,university.degree,no,yes,no,87,1
33,technician,professional.course,no,yes,no,452,1
27,blue-collar,high.school,no,no,no,173,2
56,services,high.school,no,no,no,149,2
42,technician,university.degree,no,no,yes,430,2
32,technician,university.degree,no,no,yes,542,3
56,blue-collar,basic.4y,unknown,yes,no,112,7
30,admin.,university.degree,no,yes,no,618,3
49,management,university.degree,no,no,yes,187,5
45,admin.,high.school,no,yes,no,318,3
41,services,university.degree,no,no,no,158,1
42,entrepreneur,university.degree,no,yes,no,145,2
54,services,unknown,no,no,no,400,1
39,management,high.school,no,no,yes,245,2
45,blue-collar,basic.9y,no,no,yes,204,2
41,self-employed,university.degree,no,yes,yes,93,1
55,technician,professional.course,unknown,yes,no,80,1
28,unemployed,basic.4y,no,yes,no,160,2
37,services,basic.9y,unknown,yes,no,211,1
40,management,university.degree,unknown,yes,yes,201,3
38,self-employed,professional.course,no,yes,no,779,2
36,technician,university.degree,no,no,no,59,1
31,blue-collar,high.school,no,yes,no,127,7
33,blue-collar,basic.9y,no,yes,no,67,1
45,management,university.degree,unknown,yes,no,175,1
55,retired,basic.6y,unknown,no,no,61,3
46,technician,university.degree,no,yes,no,417,6
32,admin.,high.school,no,no,no,243,4
62,retired,university.degree,no,yes,no,208,1
29,blue-collar,basic.9y,no,yes,yes,98,2
28,blue-collar,basic.6y,no,no,no,250,1
38,management,high.school,unknown,yes,no,77,1
29,admin.,basic.9y,no,yes,no,134,1
34,admin.,university.degree,no,no,yes,230,3
31,admin.,university.degree,unknown,yes,no,64,1
20,student,high.school,no,no,yes,169,1
52,admin.,unknown,unknown,yes,no,147,1
44,admin.,professional.course,no,yes,no,762,1
39,technician,professional.course,no,yes,no,23,5
29,admin.,university.degree,no,yes,no,133,1
25,admin.,high.school,no,no,no,498,1
41,technician,high.school,no,yes,no,61,1
47,blue-collar,basic.9y,no,no,no,544,1
32,housemaid,professional.course,no,yes,yes,291,1
31,blue-collar,basic.9y,no,no,no,93,1
51,blue-collar,basic.9y,unknown,yes,no,107,1
58,admin.,university.degree,no,yes,no,328,2
34,management,high.school,no,yes,no,175,1
27,services,high.school,unknown,no,no,144,2
32,admin.,university.degree,no,no,no,24,7
36,unemployed,basic.6y,no,yes,no,46,2
46,technician,university.degree,no,no,no,74,3
54,technician,university.degree,no,yes,no,464,1
39,admin.,unknown,no,yes,no,1521,1
33,technician,university.degree,no,no,no,191,3
30,blue-collar,basic.9y,no,no,no,189,1
28,management,university.degree,no,yes,no,169,1
52,blue-collar,high.school,no,no,no,18,5
29,admin.,university.degree,no,yes,no,241,2
26,admin.,high.school,no,no,yes,346,1
41,technician,professional.course,no,unknown,unknown,108,1
29,admin.,university.degree,no,yes,no,137,2
50,management,university.degree,unknown,no,no,442,2
29,admin.,high.school,no,no,no,290,1
40,admin.,high.school,no,yes,yes,172,1
25,technician,professional.course,no,no,no,197,3
61,management,university.degree,no,yes,no,491,1
28,blue-collar,basic.6y,no,yes,yes,20,6
39,blue-collar,basic.9y,unknown,yes,no,304,1
46,entrepreneur,unknown,unknown,yes,no,86,1
35,technician,professional.course,no,yes,no,185,1
45,admin.,university.degree,no,yes,no,106,1
57,blue-collar,basic.4y,unknown,no,no,452,1
31,technician,high.school,no,yes,yes,232,1
34,technician,professional.course,no,unknown,unknown,46,3
56,technician,professional.course,unknown,no,no,37,1
42,blue-collar,basic.9y,unknown,no,no,559,3
57,management,university.degree,no,no,no,162,1
29,entrepreneur,university.degree,no,yes,no,167,11
46,admin.,professional.course,no,no,no,69,1
39,technician,professional.course,unknown,yes,no,608,2
57,blue-collar,basic.4y,unknown,yes,no,144,1
36,admin.,high.school,no,no,no,80,1
36,admin.,university.degree,no,no,no,135,1
38,unemployed,basic.4y,unknown,yes,no,156,1
43,technician,university.degree,no,yes,no,330,2
54,technician,professional.course,no,yes,no,352,1
56,retired,university.degree,no,yes,no,156,1
47,admin.,university.degree,no,no,no,186,9
34,admin.,university.degree,no,yes,no,92,3
50,blue-collar,basic.4y,unknown,unknown,unknown,193,2
47,admin.,high.school,no,no,no,149,1
33,technician,university.degree,no,no,no,317,1
55,blue-collar,basic.9y,unknown,unknown,unknown,159,2
43,blue-collar,basic.4y,unknown,no,no,190,1
42,blue-collar,basic.4y,unknown,yes,no,528,1
51,blue-collar,basic.9y,unknown,no,no,256,2
42,housemaid,unknown,unknown,yes,no,311,5
28,technician,high.school,no,yes,no,100,3
43,blue-collar,basic.4y,no,yes,no,363,1
57,admin.,university.degree,no,no,yes,327,1
36,blue-collar,basic.6y,no,yes,no,16,1
33,technician,university.degree,no,yes,no,106,2
33,management,university.degree,no,unknown,unknown,73,1
24,student,high.school,no,yes,yes,344,1
31,blue-collar,basic.6y,no,yes,yes,298,1
47,technician,unknown,no,yes,yes,24,1
66,retired,unknown,no,yes,no,64,1
51,services,high.school,unknown,yes,no,568,1
38,admin.,basic.9y,no,no,no,139,2
37,admin.,university.degree,no,yes,yes,209,3
46,entrepreneur,basic.4y,no,no,no,148,2
36,admin.,basic.9y,no,yes,yes,85,1
36,technician,professional.course,no,yes,no,302,1
35,blue-collar,basic.9y,unknown,no,no,76,12
66,retired,professional.course,no,no,yes,525,1
44,technician,professional.course,no,yes,no,18,4
37,blue-collar,professional.course,no,yes,no,340,3
35,self-employed,basic.9y,no,no,no,53,6
40,admin.,professional.course,no,yes,no,339,2
60,retired,basic.4y,no,yes,no,600,1
47,services,high.school,no,no,no,179,2
39,blue-collar,basic.9y,no,no,no,283,3
52,housemaid,basic.4y,unknown,yes,yes,160,4
33,admin.,university.degree,no,yes,no,344,2
29,admin.,university.degree,no,yes,no,88,1
37,blue-collar,basic.6y,no,no,no,244,1
31,blue-collar,basic.9y,no,yes,no,323,4
38,admin.,university.degree,no,yes,yes,193,4
56,blue-collar,basic.6y,unknown,no,no,1037,3
50,blue-collar,basic.4y,no,unknown,unknown,80,2
41,technician,professional.course,no,yes,no,54,1
36,blue-collar,university.degree,unknown,no,no,323,2
36,admin.,high.school,no,yes,no,93,2
39,technician,high.school,no,yes,no,21,8
55,blue-collar,illiterate,no,no,no,129,2
58,technician,professional.course,unknown,no,no,113,2
27,technician,basic.9y,no,no,no,34,3
57,housemaid,basic.6y,unknown,yes,no,121,2
38,blue-collar,basic.4y,unknown,no,no,31,5
68,retired,university.degree,no,yes,no,330,3
31,housemaid,high.school,no,no,no,480,10
39,admin.,high.school,no,yes,no,101,2
38,blue-collar,basic.4y,no,yes,no,187,2
28,blue-collar,basic.9y,no,no,no,302,2
27,unknown,high.school,unknown,yes,no,334,2
58,management,basic.9y,no,no,no,109,3
24,blue-collar,basic.9y,no,no,yes,138,2
56,blue-collar,high.school,no,no,no,68,1
42,admin.,basic.9y,unknown,yes,no,98,2
49,housemaid,basic.4y,unknown,yes,no,226,1
23,blue-collar,basic.6y,unknown,no,no,8,8
33,management,high.school,unknown,yes,no,641,1
35,blue-collar,basic.4y,unknown,no,no,25,14
32,admin.,high.school,no,yes,yes,21,3
59,retired,basic.4y,no,yes,no,112,3
37,admin.,university.degree,no,yes,no,194,3
54,blue-collar,basic.9y,no,yes,no,110,3
56,blue-collar,basic.4y,unknown,no,no,214,3
38,blue-collar,university.degree,unknown,no,no,894,1
29,blue-collar,basic.9y,no,no,no,269,1
57,technician,high.school,unknown,no,no,784,1
54,management,university.degree,no,yes,no,89,1
57,technician,high.school,no,yes,no,74,1
42,services,high.school,no,no,no,544,3
38,unemployed,basic.9y,no,no,no,56,1
62,retired,professional.course,no,yes,no,531,3
57,retired,professional.course,no,yes,no,96,4
40,admin.,high.school,no,yes,no,570,1
30,admin.,university.degree,no,no,no,72,7
35,admin.,high.school,no,no,no,193,1
39,blue-collar,basic.9y,no,unknown,unknown,103,4
36,admin.,university.degree,no,yes,no,449,1
51,admin.,high.school,no,yes,no,372,1
47,technician,high.school,no,yes,no,147,1
41,unemployed,university.degree,unknown,no,no,729,2
33,admin.,university.degree,no,no,no,168,1
47,technician,professional.course,unknown,yes,no,60,1
58,admin.,university.degree,unknown,no,no,129,2
43,admin.,high.school,no,yes,no,287,1
25,services,high.school,no,yes,no,452,2
34,management,basic.6y,unknown,yes,no,271,5
33,unemployed,university.degree,no,no,no,247,2
56,blue-collar,basic.9y,no,yes,yes,123,3
46,admin.,university.degree,no,yes,no,198,1
41,self-employed,basic.9y,no,no,no,112,1
55,unknown,unknown,unknown,yes,no,285,2
25,blue-collar,basic.9y,no,yes,yes,212,2
26,blue-collar,basic.9y,no,yes,no,61,2
34,admin.,university.degree,no,no,no,325,2
27,technician,professional.course,no,yes,no,179,3
36,self-employed,basic.6y,unknown,yes,yes,324,1
31,blue-collar,high.school,unknown,yes,no,93,4
30,admin.,high.school,no,no,no,219,3
35,blue-collar,basic.6y,no,yes,no,178,2
39,technician,professional.course,no,no,yes,452,4
39,technician,basic.6y,no,yes,no,226,2
36,technician,professional.course,no,no,no,45,1
33,admin.,university.degree,no,yes,no,194,2
26,technician,university.degree,no,yes,no,174,4
37,services,high.school,no,no,no,228,2
32,services,unknown,no,yes,no,189,3
34,technician,professional.course,unknown,yes,no,109,1
45,blue-collar,basic.4y,no,yes,no,111,1
44,entrepreneur,university.degree,unknown,no,yes,13,2
42,unknown,university.degree,no,yes,no,513,1
34,blue-collar,basic.4y,unknown,yes,no,570,2
44,blue-collar,high.school,no,no,yes,65,1
59,retired,basic.4y,no,no,no,353,4
23,student,high.school,no,yes,no,784,3
52,unknown,professional.course,unknown,yes,no,50,2
49,technician,professional.course,no,yes,yes,70,3
75,retired,basic.4y,no,yes,no,1020,3
36,technician,high.school,no,yes,no,208,1
52,blue-collar,basic.9y,unknown,no,no,22,2
43,admin.,university.degree,no,no,no,507,2
44,entrepreneur,high.school,no,yes,no,300,1
40,technician,professional.course,no,yes,no,327,3
54,blue-collar,basic.4y,unknown,no,no,163,3
30,blue-collar,basic.9y,no,no,no,129,1
46,technician,professional.course,no,no,no,92,1
48,blue-collar,basic.4y,no,yes,no,36,1
29,admin.,university.degree,no,yes,no,713,1
54,technician,professional.course,no,yes,yes,64,2
44,unknown,unknown,no,yes,no,716,6
26,blue-collar,basic.4y,no,yes,yes,41,1
28,admin.,university.degree,no,yes,no,250,1
27,admin.,university.degree,no,yes,yes,194,2
40,technician,professional.course,no,no,yes,51,2
46,admin.,high.school,no,yes,no,335,3
27,blue-collar,basic.9y,unknown,yes,no,118,1
37,blue-collar,basic.9y,no,yes,no,331,4
29,technician,university.degree,no,yes,yes,44,1
26,services,high.school,no,no,no,243,1
29,admin.,university.degree,no,no,yes,251,1
29,technician,university.degree,no,yes,no,119,3
43,management,university.degree,no,no,no,175,3
37,technician,professional.course,unknown,no,no,345,1
50,technician,high.school,unknown,no,no,280,2
33,technician,basic.9y,no,no,no,61,3
36,unemployed,high.school,no,yes,no,148,1
31,technician,high.school,unknown,no,no,295,3
24,services,high.school,no,no,no,46,1
34,management,university.degree,no,no,no,85,2
31,admin.,university.degree,no,no,no,96,1
38,blue-collar,basic.9y,unknown,yes,no,191,3
40,admin.,basic.9y,unknown,yes,no,683,2
54,self-employed,professional.course,unknown,no,no,235,1
38,self-employed,basic.9y,no,yes,no,155,2
33,services,high.school,no,yes,no,111,1
39,technician,professional.course,unknown,no,no,198,1
35,management,university.degree,no,yes,yes,239,1
31,student,unknown,no,no,yes,63,3
36,technician,high.school,no,yes,no,158,2
35,blue-collar,professional.course,no,yes,no,99,1
49,admin.,unknown,no,no,no,288,1
44,blue-collar,basic.4y,no,yes,no,311,1
41,services,basic.9y,no,yes,no,192,4
30,admin.,university.degree,no,no,no,301,4
53,housemaid,basic.6y,unknown,unknown,unknown,85,2
48,admin.,high.school,no,no,no,314,1
29,blue-collar,high.school,no,no,no,353,3
33,technician,professional.course,no,no,no,94,1
33,admin.,high.school,no,unknown,unknown,161,3
28,services,high.school,no,yes,no,286,1
39,technician,professional.course,unknown,no,no,820,1
42,services,high.school,unknown,yes,no,154,1
48,technician,university.degree,unknown,yes,no,409,2
46,admin.,university.degree,unknown,no,no,123,2
37,blue-collar,basic.6y,no,yes,no,262,4
27,blue-collar,basic.6y,unknown,yes,no,235,1
35,technician,university.degree,no,no,no,92,2
51,blue-collar,basic.9y,no,no,no,191,5
45,services,high.school,unknown,yes,no,127,3
31,blue-collar,basic.9y,no,no,no,129,2
42,technician,basic.9y,no,no,no,441,4
29,technician,university.degree,no,yes,no,1118,2
26,technician,university.degree,no,yes,no,101,1
46,unemployed,university.degree,no,yes,yes,161,1
28,blue-collar,high.school,no,no,no,419,4
31,self-employed,university.degree,no,yes,no,412,1
22,admin.,high.school,no,yes,no,64,2
57,blue-collar,basic.9y,unknown,no,no,659,3
53,admin.,professional.course,no,yes,yes,140,2
27,blue-collar,basic.9y,no,yes,no,818,1
42,blue-collar,basic.9y,no,no,yes,880,1
48,unemployed,university.degree,no,yes,no,279,1
38,technician,professional.course,no,yes,no,95,4
23,services,high.school,no,no,no,796,2
29,admin.,university.degree,no,no,no,77,1
44,blue-collar,basic.4y,no,no,no,374,2
39,admin.,university.degree,no,no,no,78,1
39,services,basic.9y,no,no,no,93,1
48,blue-collar,professional.course,unknown,no,no,207,3
45,admin.,university.degree,unknown,yes,no,212,5
38,blue-collar,basic.9y,no,yes,no,612,1
55,technician,professional.course,no,yes,no,98,1
31,blue-collar,professional.course,no,no,no,99,3
32,services,high.school,no,yes,no,207,1
42,blue-collar,basic.9y,unknown,yes,no,326,1
50,blue-collar,basic.4y,unknown,yes,no,507,1
36,retired,unknown,no,no,no,88,1
37,entrepreneur,university.degree,unknown,no,no,454,1
28,blue-collar,basic.9y,no,no,no,137,3
44,services,high.school,no,no,no,118,3
38,management,university.degree,no,yes,no,1276,1
30,admin.,high.school,no,no,yes,892,4
